name,theta_cam_deg,theta_proj_deg,phi_cam_deg,phi_proj_deg,r_cam_m,r_proj_m,bin_acc,med_du,med_du_correct,p95_du,iou,valid_px
sample_7000078,69.74,28.38,261.47,103.75,2.296,1.747,0.016346323148011554,632.2576904296875,8.10040283203125,1591.353515625,0.9917901061221408,420278
sample_7000079,44.61,23.4,343.01,20.43,2.871,1.77,0.45018629069816674,19.554061889648438,4.6234130859375,1501.627197265625,0.995494375345087,472380
sample_7000080,4.59,63.09,225.6,287.63,2.726,2.188,0.1037693650946832,382.1187744140625,5.5684967041015625,1320.6024169921875,0.9973871463619579,1419629
sample_7000081,41.69,64.58,95.11,185.87,2.069,1.596,0.1773592719236627,213.36285400390625,5.296356201171875,828.2188720703125,0.994054054054054,1033518
sample_7000082,17.73,53.9,301.75,322.72,2.82,2.141,0.6525619890975048,2.6011505126953125,1.23370361328125,1092.2652587890625,0.9891595743998564,1233846
sample_7000083,58.54,1.11,214.28,266.88,2.384,1.674,0.0967736058734583,320.0350341796875,4.3121490478515625,1362.896728515625,0.9930461801480316,439128
sample_7000084,28.17,66.25,144.94,256.88,1.826,1.656,0.023648974280711336,672.050537109375,7.486328125,1426.8319091796875,0.9833078507269948,1493976
sample_7000085,1.03,22.53,301.68,136.59,1.605,2.24,0.9432234237918502,0.2586669921875,0.2412567138671875,28.48389434814453,0.9999922839506172,2073584
sample_7000086,14.74,8.19,105.74,183.48,2.475,1.749,0.9592477849559544,0.495849609375,0.4716796875,2.900564193725586,0.9983623855900127,783393
sample_7000087,50.56,30.03,133.24,155.12,1.542,1.923,0.7841358043499236,0.776123046875,0.5460205078125,1409.68017578125,0.9988675919526747,1575384
sample_7000088,23.01,60.37,150.69,90.95,1.511,1.511,0.5256559264696868,5.465087890625,0.85943603515625,1409.8927001953125,0.9959685319909836,1713035
sample_7000089,7.24,9.95,200.03,217.91,2.127,2.133,0.9687291449362051,0.17132568359375,0.16510009765625,0.65966796875,0.9993324659301356,1618312
sample_7000090,58.13,10.32,17.41,73.72,1.64,2.505,0.45468498114816347,212.3262939453125,1.0220947265625,1120.5018310546875,0.9836959335177297,1501180
sample_7000091,32.42,61.54,15.14,337.82,1.928,1.971,0.3204439074809701,201.63858032226562,2.648193359375,724.3168334960938,0.9952900883108442,1592494
