name,theta_cam_deg,theta_proj_deg,phi_cam_deg,phi_proj_deg,r_cam_m,r_proj_m,bin_acc,med_du,med_du_correct,p95_du,iou,valid_px
sample_7000000,13.73,0.89,114.51,96.7,2.017,2.69,0.9487852044753087,0.176910400390625,0.166473388671875,3.1058349609375,1.0,2073600
sample_7000001,1.76,13.23,260.01,353.62,2.052,1.876,0.9758372937654083,0.167724609375,0.1632080078125,0.607177734375,0.9987967980622494,1392104
sample_7000002,1.15,15.18,195.72,231.4,2.138,2.415,0.8495364049600052,0.864013671875,0.666015625,544.1741943359375,0.9763888351148996,1992256
sample_7000003,55.51,22.65,135.69,198.78,2.119,1.563,0.05849620961048944,501.2579345703125,6.14520263671875,1482.7432861328125,0.9967687310884713,538599
sample_7000004,35.46,45.2,337.74,196.7,1.751,1.708,0.561083255618337,4.2965087890625,0.7838134765625,1118.223388671875,0.9829766215240731,1367175
sample_7000005,37.42,59.38,173.47,115.45,2.307,2.111,0.06089296931841021,614.3290405273438,5.26141357421875,1418.822998046875,0.997333457599387,1348333
sample_7000006,36.88,62.12,100.39,177.95,2.313,1.582,0.3507797762958633,144.291015625,3.454345703125,1067.238525390625,0.9899945817135463,940975
sample_7000007,40.92,27.88,223.69,306.32,1.899,1.634,0.38462956680076144,433.17230224609375,1.46002197265625,1509.1915283203125,0.9931636532500727,1052241
sample_7000008,40.28,41.85,46.01,89.96,2.226,1.552,0.8545824842210501,1.41448974609375,1.1357421875,928.3062133789062,0.9971573138096067,808197
sample_7000009,44.35,41.75,21.48,43.14,2.9,1.528,0.5395524826405946,12.229248046875,3.4489898681640625,978.2372436523438,0.996375648547186,437659
sample_7000010,58.81,40.97,277.05,175.52,1.509,2.815,0.4730268250045918,27.28192138671875,1.268798828125,468.3896789550781,0.9971351919087895,1704119
sample_7000011,45.56,8.04,173.32,297.06,2.512,2.441,0.896318501573675,0.44110107421875,0.377227783203125,1189.0633544921875,0.9978098468625128,1209589
sample_7000012,49.33,65.1,236.47,75.36,2.673,2.169,0.367581419499403,127.94863891601562,1.44873046875,904.2216186523438,0.9313960238268321,1221022
sample_7000013,5.63,22.49,279.0,53.97,2.693,1.975,0.9660083125240913,0.4404296875,0.42167389392852783,2.7410659790039062,0.9974069825509357,954704
sample_7000014,48.82,74.23,195.45,325.46,2.407,2.655,0.0021657688048972194,644.413330078125,8.53826904296875,1004.4160766601562,0.5755247693441755,697212
sample_7000015,13.02,54.33,207.26,168.38,1.555,2.908,0.4067356706789349,96.16763305664062,2.108154296875,450.9164733886719,0.9918460648148149,2056692
sample_7000016,2.88,7.34,233.49,209.41,2.849,1.665,0.9000487000007269,1.415283203125,1.2362060546875,35.84496307373047,0.9976269766885357,550308
sample_7000017,66.9,21.38,96.19,56.06,1.696,2.197,0.5254764248459558,8.0699462890625,1.35589599609375,1145.514892578125,0.996492628703075,993546
sample_7000018,19.01,5.72,121.04,241.64,1.538,1.832,0.942552950492463,0.17156982421875,0.1597900390625,274.38726806640625,0.999520624371457,1959944
sample_7000019,52.01,29.74,217.28,323.96,2.489,2.099,0.11066826152700354,689.1472778320312,3.14959716796875,1461.122314453125,0.9924861880928089,886180
sample_7000020,22.34,62.15,301.89,15.74,2.995,2.03,0.24175751337726295,280.7222900390625,3.24554443359375,726.0303344726562,0.9933686566027017,1056083
sample_7000021,43.09,11.51,177.38,94.14,2.157,2.645,0.7592503194835333,0.497314453125,0.3297119140625,1416.5626220703125,0.9978067253088495,1632322
sample_7000022,30.7,64.47,238.18,310.37,2.928,1.564,0.008839434423615294,794.1165771484375,8.178466796875,1356.7452392578125,0.9801653627435043,705475
sample_7000023,7.02,20.33,3.99,337.63,1.63,1.573,0.9696976152182943,0.15771484375,0.1522216796875,0.6483154296875,0.9988547533057264,1596079
sample_7000024,31.41,27.06,1.99,317.39,2.899,1.711,0.8151704183527743,2.94207763671875,2.197906494140625,924.8585815429688,0.9977782636732213,538469
sample_7000025,2.13,32.21,262.98,228.87,2.639,2.557,0.6695587415701898,1.1710205078125,0.694091796875,1407.8702392578125,0.792642134016482,1643572
sample_7000026,64.17,52.5,37.67,233.54,1.807,2.67,0.30649613915652496,216.108642578125,1.538818359375,967.8229370117188,0.8852226499462076,1263843
sample_7000027,73.52,10.98,319.13,114.27,1.531,1.596,0.03344551720007038,297.5329895019531,7.881103515625,1138.7412109375,0.9932124046975885,534242
sample_7000028,33.25,18.57,261.82,81.7,2.049,1.961,0.9515739344069145,0.259918212890625,0.243896484375,6.888401031494141,0.9974565967436313,1374962
sample_7000029,48.81,16.18,23.95,343.66,1.716,2.198,0.7533398246832005,0.8447265625,0.5419921875,831.2627563476562,0.9942390019443212,1588781
sample_7000030,19.26,68.37,285.46,44.41,1.555,2.347,0.046463555202055216,172.9166259765625,7.531158447265625,445.77655029296875,0.9928888274193216,1880872
sample_7000031,12.78,71.3,166.39,202.83,1.518,2.675,0.1007823837679668,112.2872314453125,7.2021484375,298.4355163574219,0.9980597809483038,2067911
sample_7000032,63.47,1.1,151.68,203.82,2.159,2.233,0.0827759616572314,693.3674926757812,5.83880615234375,1494.6827392578125,0.9940225676336079,817677
sample_7000033,41.39,68.84,104.62,233.85,2.284,2.082,0.023496871972694268,413.58953857421875,7.4947509765625,986.1981201171875,0.9806651294895619,1104530
sample_7000034,73.03,54.84,142.35,260.04,2.561,2.495,0.006374877998024521,1066.936767578125,8.6171875,1632.0267333984375,0.9625783262377732,682366
sample_7000035,56.75,19.47,176.83,192.92,2.93,2.524,0.4419718196580142,22.8201904296875,3.805511474609375,1534.1995849609375,0.996727062137444,721141
sample_7000036,51.02,66.81,187.24,351.55,1.609,1.704,0.298412010519299,232.601318359375,0.8575439453125,514.7530517578125,0.8100811261219345,1149126
sample_7000037,44.7,57.13,145.9,164.05,2.411,1.957,0.946965797859609,0.33428955078125,0.312744140625,6.659675598144531,0.9883198937511547,1278458
sample_7000038,2.27,32.8,93.67,161.4,2.571,2.555,0.9436580481970046,0.22705078125,0.21148681640625,24.388351440429688,0.9988959334651161,1662012
sample_7000039,27.45,70.03,274.44,60.33,2.863,2.011,0.009584221525485841,665.7940063476562,8.3441162109375,1129.990478515625,0.912448499855905,908681
sample_7000040,2.72,14.54,73.06,67.11,2.303,1.741,0.9731211343552693,0.2515869140625,0.2435302734375,0.990478515625,0.9985748003191941,947287
sample_7000041,26.81,8.94,358.78,277.64,2.757,2.442,0.973446455364319,0.2626953125,0.25439453125,1.3499622344970703,0.9985187874756949,1177018
sample_7000042,43.66,32.21,287.49,28.09,2.309,2.503,0.7170995706274905,1.67120361328125,1.0833740234375,1186.7763671875,0.9966536404902437,1411129
sample_7000043,6.7,25.68,49.4,18.91,1.595,2.06,0.9428321305633449,0.20501708984375,0.191650390625,26.997623443603516,0.9998501696707648,2068697
sample_7000044,54.66,61.78,133.44,332.6,1.688,2.839,0.33545735716072844,225.56735229492188,0.9862060546875,502.922607421875,0.8849359708540341,1502808
sample_7000045,64.2,61.25,116.17,271.93,1.528,1.547,0.05529430032796759,635.4324951171875,5.394775390625,1196.974609375,0.7926019688898105,1062605
sample_7000046,61.7,5.57,65.4,62.25,2.259,2.301,0.04743107777277759,369.04827880859375,6.60491943359375,1305.0325927734375,0.9949575325209843,797747
sample_7000047,74.89,74.48,215.28,282.29,1.697,1.505,0.04067577557291064,557.8767700195312,7.827880859375,1709.345458984375,0.8372334871501229,397706
sample_7000048,57.78,31.57,325.38,200.86,2.856,2.435,0.133058173380754,207.0494384765625,5.1234130859375,1158.9620361328125,0.9908358776532534,867132
sample_7000049,23.05,72.77,102.15,295.25,1.736,2.343,0.021497782321958384,313.5740966796875,7.7764892578125,687.4161987304688,0.7908581084529325,1394702
sample_7000050,49.94,43.73,300.17,95.64,1.894,1.99,0.47361382114972345,27.149993896484375,1.90472412109375,1247.650634765625,0.961235329946475,1412444
sample_7000051,22.11,34.82,186.09,254.42,2.067,1.942,0.9403566830223412,0.240966796875,0.223388671875,272.3125305175781,0.9991278655729325,1536266
sample_7000052,10.01,0.59,169.89,135.45,2.659,1.857,0.94465845473455,0.728515625,0.678558349609375,9.463294982910156,0.9962709073823349,769693
sample_7000053,25.06,52.47,12.85,106.92,1.566,1.645,0.4014158665178899,251.25816345214844,1.04290771484375,1189.9957275390625,0.9900400018294592,1688436
sample_7000054,40.84,36.05,344.56,156.74,1.923,1.874,0.7596437111257197,0.7932891845703125,0.4903564453125,1185.2490234375,0.9873474421348223,1384270
sample_7000055,55.14,61.52,67.6,277.11,1.634,1.809,0.06726508435294917,381.23583984375,5.38421630859375,1241.216796875,0.8864364719785964,1353124
sample_7000056,22.95,8.65,336.29,37.12,2.064,2.671,0.9391763987616336,0.19952392578125,0.18524169921875,287.406982421875,0.9996623868794786,1986811
sample_7000057,65.51,40.91,31.43,114.07,1.819,1.74,0.045901461164097435,348.254150390625,6.72784423828125,1064.75439453125,0.9953154892047007,699237
sample_7000058,14.03,41.41,352.32,295.46,2.462,2.466,0.8952931486965039,0.3343505859375,0.2879638671875,511.8294677734375,0.9985034811810629,1758118
sample_7000059,56.64,18.35,121.83,144.99,2.394,2.074,0.12346318735193708,571.1146240234375,4.37860107421875,1524.785400390625,0.9951354662260334,698605
sample_7000060,1.33,45.4,184.13,110.22,2.561,1.982,0.8245734713479432,0.69122314453125,0.524169921875,1192.909912109375,0.9977939332377843,1269141
sample_7000061,1.65,45.39,269.0,232.02,1.958,1.697,0.7625010364555982,0.9522848129272461,0.61065673828125,1151.7646484375,0.997144794210216,1447240
sample_7000062,62.03,29.6,231.3,4.55,1.891,1.644,0.03040443951984253,838.8594970703125,7.020263671875,1534.513427734375,0.9890049893216268,759001
sample_7000063,62.46,39.3,81.73,233.81,1.895,2.045,0.37637756167394637,178.541748046875,1.19976806640625,1015.9052124023438,0.7357323715263838,1163741
sample_7000064,41.53,17.9,104.6,172.58,2.757,2.713,0.9498576118815241,0.4247169494628906,0.4027099609375,2.08642578125,0.9977480031496012,1249402
sample_7000065,29.85,33.83,211.17,194.89,2.779,2.076,0.9731395140084272,0.26605224609375,0.2578125,1.0921802520751953,0.9981542794680193,946930
